"text","likes","comments","shares"
"Nearly 12,000 trainee doctors from 100 hospitals have walked out over government reform plans.","145","9","16"
"Christopher Nolan satisfies the Oscars’ cravings for meaty biopics, while protests for Gaza appear on the red carpet.","130","22","6"
"Democratic Alliance edged ahead of incumbent Socialists in nail-biting count that saw far-right surge.","122","10","12"
"Myanmar’s generals wants to make up for recruitment shortfalls and battlefield losses by drafting thousands of civilians.","256","23","36"
"As the war enters its 747th day, these are the main developments.","160","64","16"
"AP, Reuters, AFP and Getty withdraw first official image of the Princess of Wales released since her surgery.","129","16","8"
"🟠 Hundreds demonstrate in support of Palestinians call for a Gaza ceasefire near the Dolby Theatre where the 96th Academy Awards Oscars ceremony is held. #Oscars2024 LIVE updates: aje.io/gn3gu7","819","142","70"
"🔴 DEVELOPING: sraeli forces have launched attacks on the city of Rafah in the south and on the Nuseirat refugee camp in the central part of Gaza. LIVE updates: aje.io/ww9a00","480","247","106"
"🟠 Best Picture: Christopher Nolan's ""Oppenheimer"" marks the movie's seventh win of the night, out of 13 total nominations. #Oscars2024  LIVE updates: http://aje.io/gn3gu7","316","30","15"
"🟠 Best Actor: Cillian Murphy. In his acceptance speech, Cillian Murphy dedicated his award to ""the peacemakers everywhere."" #Oscars2024  LIVE updates: http://aje.io/gn3gu7","1229","122","42"
"🔴 Denmark’s FM Lars Lokke Rasmussen adds to global condemnation of Israel's approval of 3,500 new settlement units in the occupied West Bank. LIVE updates: aje.io/ww9a00","578","147","98"
"The staff and students at Rafah's El-Amal Rehabilitation Society are now concentrating their efforts on helping Palestinians who are being forced to flee to Rafah because of Israel's bombardment aje.io/sn9sfy","259","61","38"
"🔴 DEVELOPING: Israeli forces have killed at least 10 Palestinians by bombing a home belonging to the Ashour family in Gaza City’s Tal Al-Hawa neighborhood, reports the Wafa news agency. LIVE updates: aje.io/ww9a00","483","169","67"
"🟠 Best Cinematography: Oppenheimer. #Oscars2024 LIVE updates: http://aje.io/gn3gu7","244","32","8"
"🔴  PM Netanyahu claims at least 13,000 ""terrorists"" were killed among Palestinians in Gaza and vows to continue the offensive in Rafah, where 1.4 million forcibly displaced people are sheltering. LIVE updates: aje.io/ww9a00","453","311","50"
"🟠 Best Supporting Actor: Robert Downey Jr. #Oscars2024  LIVE updates: aje.io/gn3gu7","416","44","20"
"🟠 Best International Feature: The Zone of Interest  Director Jonathan Glazer , has given a powerful acceptance speech, speaking out against Israel’s occupation and war in Gaza. #Oscars2024 LIVE updates: http://aje.io/gn3gu7","783","198","211"
"🔴 UNRWA reports that ""hunger is widespread in Gaza"" and reiterates its call for an ""immediate ceasefire"" during Ramadan, as Israel continues to escalate its attacks. Follow our LIVE coverage: http://aje.io/ww9a00","312","146","63"
"🟠 Actor Ramy Youssef has called for an immediate ceasefire in Gaza, while protests against Israel’s war take place on the streets near the venue and a number of celebrities wear pins in support of a ceasefire. #Oscars2024: LIVE updates: http://aje.io/gn3gu7 https://pic.twitter.com/6Qez3B5erb","536","182","58"
"🔴 Exhausted medics in northern Gaza work tirelessly but face immense strain due to food shortages. Over 2,000 medics will start Ramadan without suhoor or iftar, reports Health Ministry.LIVE updates: aje.io/j344y","323","78","51"
"🔴 Israel’s Coordination of Government Activities in the Territories (COGAT) office claims that 225 trucks carrying humanitarian aid were “inspected and transferred to Gaza today”. LIVE updates ⤵️","261","141","44"
"🟠 “I take advantage of this public platform to call for an immediate ceasefire in Gaza.” Tunisian Director Kaouther Ben Hania, who has spoken out for a Gaza ceasefire, has her documentary ""Four Daughters"" nominated this year. #Oscars2024  LIVE updates: http://aje.io/gn3gu7","363","78","25"
"Israel’s war on Gaza is looming large for the Muslim community as the holy month of Ramadan has been officially declared http://aje.io/exdv1r","607","204","74"
"🔴 A delegation led by Israeli FM Israel Katz at the UNSC will include 'dozens' of family members of captives held in Gaza, with a mission to get the UN to declare Hamas a 'terrorist' organisation. LIVE updates: http://aje.io/j344y","418","293","36"
"🟠 DEVELOPING: Exit polls suggest Portugal's center-right Democratic Alliance (AD) is leading a closely contested election race, but forming a parliamentary majority will be challenging  aje.io/wyei85","163","35","7"
"🔴 Israeli PM Benjamin Netanyahu has ordered his defence, national security and finance ministers to open up space in Israeli prisons in preparation for the arrests of “thousands” more Palestinians this year. LIVE updates: http://aje.io/j344y","2979","1033","434"
"🟠 Continuing a tradition, last year's acting winners like Brendan Fraser, Michelle Yeoh, Ke Huy Quan, and Jamie Lee Curtis are returning to present at the show. Here is a summary of tonight's events ⤵️ #Oscars2024 LIVE updates: http://aje.io/gn3gu7","166","57","10"
"🟠 The 96th Academy Awards are taking place tonight at the Dolby Theatre in Los Angeles, California, bringing together some of the biggest filmmakers in Hollywood.Follow our LIVE #Oscars2024 coverage: http://aje.io/gn3gu7","211","88","15"
"🔴 Israeli forces have prevented a large number of Palestinian worshippers from entering the Al-Aqsa Mosque compound in occupied East Jerusalem for Taraweeh prayers on the eve of Ramadan, reports local media. LIVE updates: aje.io/j344y","1004","359","125"
"""The long line of trucks waiting to get in around Gaza, must be allowed in immediately by Israel."" Former UNRWA spokesperson Chris Gunness says that despite the US sea port plan, aid trucks lined up at the Rafah crossing need to be allowed in to prevent mass starvation in Gaza.","321","119","98"
"🔴 The Gaza death toll has risen to more than 31,040 Palestinians amid Israel's continued bombardment of the enclave since October 7, says the health ministry. LIVE updates: aje.io/j344y","402","274","135"
"The US military says it has carried out an operation in Haiti to airlift non-essential embassy personnel from the Caribbean country amid a state of emergency.","359","150","35"
"🔴 ""This is a moral stain that will stay with us for generations."" Rights group Physicians for Human Rights Israel says that the state of near-famine in the besieged Gaza Strip is a result of Israel’s policies. LIVE updates: aje.io/j344y","435","220","59"
"Al Jazeera’s Teresa Bo is on the border with Haiti as the Dominican Republic deports thousands of Haitians back to a country where security has collapsed as gangs fight to oust the gov't.","240","18","34"
"From a suspected suicide bomb attack in Pakistan to aid parcels airdropped in Gaza, here are your daily #AJNewsUpdates ⤵️ 

For more, subscribe and listen on all podcast platforms 🎧","96","15","8"
"Israeli President Isaac Herzog has attended the opening of the National Holocaust Museum in the Netherlands, where his presence prompted protests over Israel’s war on Gaza.","397","189","32"
"🔴 Saudi Arabia’s King Salman bin Abdulaziz al-Saud has called on the international community “to assume its responsibilities” to end the slaughter of Palestinians, and “provide safe humanitarian corridors.” LIVE updates: aje.io/j344y","3624","1250","220"
"This Palestinian doctor on a medical mission to Gaza couldn’t hold back tears after entering the besieged Palestinian territory for the first time in his life.","1026","141","146"
"Dozens of “terror” attack survivors have urged politicians in an open letter to stop equating British Muslims with “extremism”, saying that such language fuels anti-Muslim sentiments in the UK aje.io/czpu4y","569","277","45"
"🔴 Palestinian women cook meals for their communities in Gaza as Ramadan begins. LIVE updates: aje.io/j344y","10182","867","732"
"A Senior Sudanese army General says there will be no truce in the country during Ramadan unless the Rapid Support Forces paramilitary group leaves the homes and sites of civilians.","262","64","19"
"Ever wondered what it's really like covering the White House? Al Jazeera’s Kimberly Halkett tells all, including those questions that have gone viral ⤵️","304","37","41"
"🔴 UNRWA chief Philippe Lazzarini says that Ramadan is here as “extreme hunger spreads, displacement continues, and fear and anxiety prevail amid threats of a military operation on Rafah” in Gaza’s southernmost point. LIVE updates: aje.io/j344y","374","128","44"
"🔴 The Palestinian ministry of foreign affairs says the decision by Sweden and Canada to re-instate funding for UNRWA is “a necessary step to secure a lifeline for Palestine refugees.” LIVE updates: aje.io/j344y","472","141","46"
"The EU and US are sending ships to Gaza to establish maritime aid routes to bypass Israeli restrictions, which have left Palestinians starving to death ⤵️","645","259","110"
"""If a Muslim can give up the most basic of human necessities and maintain that abstinence entirely without coercion, then engaging in activism in the service of justice is a minor effort in comparison."" — #AJOpinion by Shaykh M A Kholwadia ⤵️","1353","332","45"
"Voting is under way in Portugal’s snap parliamentary elections as the two moderate blocs, the centre left and the centre right, are vying to win power amid the growing clout of the far right.","154","19","6"
"25 million people affected by the war in Sudan don’t know where their next meal is coming from, according to the World Food Programme, where the UN had demanded a ceasefire during Ramadan ⤵️","726","102","140"
"🔴 The American Near East Refugee Aid (Anera), a relief group, is calling for an investigation into the death of Mousa Shawwa, the group's logistics coordinator, who was killed in Gaza by an Israeli air strike. LIVE updates ⤵️","386","103","83"
"Armed men have kidnapped 15 pupils from a school in northwestern Nigeria days after more than 280 students were abducted from another school with the army still searching for them aje.io/iyiccd","381","166","37"
"🔴 Israeli President Isaac Herzog is attending the opening of the National Holocaust Museum in Amsterdam amid Palestine solidarity protests demanding an immediate ceasefire in Israel's war on Gaza. LIVE updates: aje.io/sp57kp","624","310","58"
"""Israel has not been complying with the order that was issued by the court."" South African President Cyril Ramaphosa asks the International Court of Justice (ICJ) to readdress their decisions in light of the massacres in Rafah, as well as the mass starvation in Gaza ⤵️","1341","436","234"
"“Al-Aqsa could be a flashpoint for another war.” As Palestinians prepare for Ramadan, many fear that Israeli forces and far-right Israelis could provoke unrest in occupied East Jerusalem aje.io/fyxdxi","1615","524","169"
"India has signed a $100bn free trade agreement with a four-member European bloc and will lift most import tariffs on industrial products from these countries in return for a 15-year investment  ⤵️","255","87","22"
"🔴 BREAKING: Gaza's death toll from Israeli attacks rises to 31,000 people, says the besieged enclave’s Health Ministry.
LIVE updates: aje.io/77vzht","1500","619","196"
"The Palestinian Ministry of Health says famine in northern Gaza has reached dangerous levels with 25 people dying of hunger and dehydration.","478","221","83"
"Arun Goel’s resignation leaves the poll body with only one of three mandated officials to conduct the election, due in April and May.","185","27","8"
"The blast in Peshawar, the capital of Khyber Pakhtunkhwa province, wounded one person believed to be in a critical condition.","375","168","22"
"Disaster management agency says more than 80,000 people have fled to temporary government shelters.","333","28","21"
"First payment of $20m to be disbursed after Sweden gets assurances of the UNRWA’s checks on spending and personnel.","652","196","56"
"US president says Israel’s Netanyahu is ‘hurting Israel’ more than helping in his handling of the war.","590","415","52"
"","463","196","101"
"Iran’s monarchists have moved closer to Israel, which they see as a key ally in their fight to reinstate the Pahlavis aje.io/jo8m14","657","360","70"
"Al Jazeera decodes eight album covers from the peak era of political hip-hop and explains the images and symbols used on each ⤵️ ","173","30","8"
"🔴 Egyptian President Abdel Fattah el-Sisi said during a speech marking Martyrs’ and Veterans’ Day in Egypt that rebuilding Gaza after the end of the war could cost more than $90bn. LIVE updates: aje.io/dodvgn","1355","773","71"
"🔴 ""Famine in northern Gaza has reached deadly levels."" The deaths of an infant girl and a young woman in Gaza have increased the number of known starvation deaths to 25, according to Gaza's health ministry. LIVE updates: aje.io/dodvgn","945","355","207"
"""There is this ongoing process [in Israel] of dehumanising Palestinians."" Some have been jailed for refusing to serve in Israel's armed forces while others face threats and harassment from right-wing Israeli groups aje.io/liq9gc","888","267","133"
"🔴 The US and some European nations have given Israel “immunity” to carry out crimes “with the absence of mechanisms that would compel it to abide by the rules of international humanitarian law”, says The Palestinian Centre for Human Rights. LIVE updates: aje.io/dodvgn","855","366","125"
"A dual referendum in the Republic of Ireland on redefining family and women’s roles in the constitution has been defeated, PM Leo Varadkar said. ","196","42","14"
"🔴 Spanish PM Pedro Sanchez has announced he will push Congress to recognise a Palestinian state before the end of his mandate in 2027. LIVE updates: aje.io/dodvgn","3928","535","204"
"The red carpet has been unfurled for the 96th annual Academy Awards, one of the movie industry’s oldest and most acclaimed ceremonies. Here’s what you need to know about the #Oscars2024 aje.io/uwx8w6","236","96","13"
"🔴 Hamas leader Ismail Haniyeh has urged Arab and Muslim nations to “work at political, legal and diplomatic levels to stop the onslaught on our people.” LIVE updates: aje.io/dodvgn","5634","2535","244"
"""It is imperative for people of all faiths and none to give to aid organisations working in Gaza today, tomorrow and throughout Ramadan. Your generosity is needed to feed the fasting and the starving."" — #AJOpinion by Othman Moqbel ⤵️ ","433","160","75"
"🔴 The Spanish-flagged vessel Open Arms will depart from the port of Larnaca, Cyprus, within the next day to deliver 200 tons of aid to the besieged Gaza Strip as part of a new maritime corridor spearheaded by the European Commission. LIVE updates: aje.io/dodvgn","614","150","75"
"Pakistan Peoples Party’s co-chairperson Asif Ali Zardari has won a second term as Pakistan’s president, supported by the ruling coalition in a vote by parliament and regional assemblies aje.io/nky2mv","748","238","44"
"🔴 The Palestinian Ministry of Foreign Affairs has accused the international community of falling for Israeli “blackmail” as it buys time to carry out the “extermination” and forced displacement of the Palestinian people. LIVE updates ⤵️ ","466","268","53"
"Israel hits landmark residential tower in Rafah, forcibly displacing hundreds of Palestinians, as Gaza truce talks stall — in pictures aje.io/23a9we","997","381","213"
"🔴 The destruction caused by Israel in the besieged enclave since October 7 amounts to more than $30bn due to the damage to homes, facilities, and other infrastructure, says Gaza’s Gov't Media Office. LIVE updates: aje.io/dodvgn","600","304","93"
"US Navy ships and aircraft have shot down 15 drones fired by Yemen’s Houthis in the Red Sea area. ","542","184","32"
"🔴 Several thousand protesters have gathered in the centre of London, demanding a ceasefire in Gaza as Israel's war on the besieged enclave enters its 154th day. LIVE updates: aje.io/dodvgn","997","335","139"
"🔴 At least 10 Palestinians have been killed in an Israeli air attack that hit a residential block in the Nuseirat refugee camp in central Gaza. LIVE updates: aje.io/dodvgn","645","195","89"
"Iran has condemned a report by UN experts who concluded the Islamic republic’s violent crackdown in 2022 on peaceful protests and the specific targeting of women and girls were serious rights violations. ","253","77","25"
"🔴 The UN Palestinian refugee agency is at “risk of death” after a string of donors suspended their funding, according to UNRWA chief Philippe Lazzarini. LIVE updates: aje.io/dodvgn","421","155","56"
"The Islamic holy month of #Ramadan is next week. We take a look at fasting hours and iftar times around the globe ➡️aje.io/dkz8a2","2896","548","265"
"The UNSC has urged a ceasefire in Sudan during Ramadan due to ongoing fighting, which has displaced over eight million people and left millions more requiring food and aid aje.io/dduloz","339","153","41"
"From the UN Security Council calling for a ceasefire in Sudan to a maritime aid corridor from Cyprus to Gaza, here are your daily #AJNewsUpdates ⤵️ 

For more, subscribe and listen on all podcast platforms 🎧","158","19","45"
"The Kremlin supports pro-war artists, but Russia's crackdown on dissent has led other artists to leave aje.io/75lxgk","200","82","13"
"🔴 Palestinians salvage belongings from a bombed residential building in Rafah. LIVE updates: http://aje.io/dodvgn","473","94","67"
"Canada has announced it is lifting a freeze on funding for UNRWA, after facing fierce criticism for cutting assistance during Israel’s war in Gaza aje.io/k5finq","885","351","150"
"🔴 BREAKING: Eighty-two Palestinians have been killed in ten Israeli attacks in the last 24 hours, bringing the total number of deaths in Gaza to 30,960, according to the Health Ministry. LIVE updates: aje.io/dodvgn","4219","1125","563"
"🔴 Sweden resumes funding to UNWRA, providing $20 million in aid after ensuring improved oversight on spending and personnel.LIVE updates: http://aje.io/dodvgn","868","239","123"
"🔴 Biden has ordered the US military to construct a pier on Gaza’s coast to receive maritime aid shipments, involving 1,000 troops and taking around two months to complete. LIVE updates: aje.io/dodvgn","547","384","71"
"🔗: Healthcare in Gaza is in a state of acute trauma — #AJOpinion by Osaid Alser aje.io/n53cem","410","85","68"
"With Pakistan's newly elected PM, analysts are interested in how India's elections will affect the longstanding relationship between the Sharifs and Modi aje.io/2scki5","358","120","24"
"Three more children die of malnutrition in Gaza as US President Biden says ceasefire by Ramadan ‘looking tough’.","415","177","74"
"🔴 A witness in Gaza reported seeing an aid airdrop hitting a house ""like a rocket"" after its parachute failed to open. However, Jordanian and US military officials denied that aircraft from either country caused the deaths. LIVE updates: http://aje.io/dodvgn","529","358","66"
"Vote is a major step towards finalising the 2024 federal budget after months of deadlock in the divided Congress.","156","12","8"
"🔴 At least 20 Palestinians were killed in Israeli air raids on Gaza on Friday, with many more wounded and missing under the rubble, according to the Wafa news agency. LIVE updates ⤵️","386","232","104"
"🔴 Five Palestinians were killed by airdropped aid boxes after parachutes failed to open, as Israeli forces continue to fire on aid seekers in northern Gaza.Follow our LIVE coverage: http://aje.io/dodvgn","341","91","66"
"","870","49","10"
"Groups of masked and armed men called the 'People’s Protection Committee' were formed by armed factions and Gaza's Interior Ministry to patrol areas in Rafah and monitor black market pricing, after the disbandment of municipal police in Gaza due to Israeli attacks.","1739","339","231"
"Analysts say India’s 2024 election will need to pass first. But a long history between the Sharifs and Modi offers hope.","217","79","11"
"The US-based Academy Awards have long stood as a cultural touchstone, honouring some of the top films of the year.","203","69","7"
"","374","241","49"
"Rights advocates welcome ‘much-needed decision’ as Palestinians in Gaza face humanitarian crisis amid Israeli attacks.","453","164","64"
"Erdogan pitches himself as go-between, Zelenskyy indicates Russia would not be invited to the first meeting.","637","190","41"
"The former two-term president was convicted on weapons and drug-related charges after being extradited to the US.","189","27","13"
"A witness in the trial accused an unnamed member of the Israeli embassy in Colombia of participating in a cocaine ring.","254","102","49"
"Students from the University of Leeds are occupying a campus building in protest over the university’s involvement with Israel. The students are also calling for the dismissal of the school’s Jewish chaplain, who returned to serve in the Israeli Army after October 7 ⤵️","1356","297","274"
"Warming seas are threatening the home of thousands of marine species, but some corals can recover if temperatures cool.","174","18","17"
"UN rights chief Volker Turk says Israeli settler violence risks eliminating any possibility of establishing a Palestinian state.","437","178","72"
"As famine stalks enclave, aid workarounds criticised as a distraction from Israel’s blocking of aid through land routes.","319","167","54"
"President Biden faced criticism as he outlined plans for delivering aid into Gaza during his State of the Union address as the US remains Israel’s biggest military supplier ⤵️","5313","457","726"
"Biden used the divisive term in his 2024 State of the Union address, responding to Republican pressure in the audience.","198","59","7"
"🔴 An estimated 8,000 Palestinian patients need to be medically evacuated from Gaza, according to the latest report by the UN’s Office for the Coordination of Humanitarian Affairs. LIVE updates: aje.io/fgcc7","320","112","53"
"Environmental concerns are growing after the Rubymar, a UK-owned vessel, sunk in the Red Sea. It was hit last month by missiles launched by Yemen's Houthi rebels and has been leaking oil and fertiliser from its cargo.","682","105","53"
"""Beyond resisting demands to suspend aid and supporting calls for a ceasefire, however, Ireland’s leaders took little action that could lead to material changes on the ground in Palestine."" — #AJOpinion by Aisling Walsh ⤵️","239","67","16"
"🔴 ""The ball is in their court."" US Secretary of State Antony Blinken says it is up to Hamas to agree to a ceasefire that would allow more humanitarian aid into Gaza. LIVE updates: aje.io/fgcc7","1626","1087","61"
"Students at the University of Leeds in northern England are staging a sit-in to call for the suspension of a Jewish chaplain who has served in the Israeli army during the war on Gaza aje.io/ig6ejq","907","267","71"
"France becomes the first in world to explicitly guarantee abortion as a constitutional right as Macron seals the amendment and pledges to push for lifting of restrictions across Europe.","367","133","32"
"🔴 Children in Gaza are dying from starvation and disease and cannot wait for the time it will take to build a temporary pier off the coast, or for airdropped aid to reach them, Save the Children says. LIVE updates: aje.io/fgcc7","724","272","145"
"“I didn’t know how to defend myself, now I try to help other women lose that fear.” Indigenous Bolivian women take up taekwondo against gender-based violence. #IWD — in pictures aje.io/pe2l8u","211","20","9"
"Bird's Eye View uncovers new evidence pointing to the Israeli military's deliberate targeting of water infrastructure systems in Gaza ⤵️","1144","229","550"
"From the rising death toll in Gaza to mass kidnappings in Nigeria, here are your daily #AJNewsUpdates ⤵️

For more, subscribe and listen on all podcast platforms 🎧","125","30","16"
"Small groups of Afghan women have gathered in private spaces to demand that harsh restrictions on their freedoms be lifted on #InternationalWomensDay aje.io/2xzi5j","619","242","63"
"🔴 Israeli forces have carried out air attacks on two homes in Gaza's Rafah since dawn, killing at least nine Palestinians, including children, according to Al Jazeera Arabic’s team on the ground. LIVE updates: aje.io/fgcc7","466","177","111"
"2023 was the deadliest for people fleeing violence, war and persecution, according to the UN’s migration agency. We take a look at why refugee deaths are at an all-time high aje.io/pxdrfq","184","41","41"
"At least five Palestinians have been killed, and several others reportedly injured after parachutes dropping aid packages over Gaza failed to open and fell on people waiting to collect the aid.","1512","383","306"
"🔴 At least two Palestinians have been killed and one injured in the Israeli bombing of a house in the Al-Tuffah neighbourhood, in the eastern part of Gaza City, report Al Jazeera's correspondents. LIVE updates: aje.io/fgcc7","467","174","30"
"Iran's crackdown on peaceful protests and discrimination against women and girls triggered serious rights violations, many amounting to crimes against humanity, a UN fact-finding mission has concluded.","197","145","19"
"""I never say that I can’t do something, nor do I say that something is impossible to do."" Student, volunteer and ambitious entrepreneur: Northwest Syria’s Shaima Hilal defies limitations in a conservative society. #IWD 
🔗: aje.io/95gjjw","529","161","37"
"🔴 The UN agency for Palestinian refugees (UNRWA) has issued a reminder about the plight of Palestinian women in Gaza on #InternationalWomensDay. For every day the war continues, the agency says, an average of 63 women are killed. LIVE updates: aje.io/fgcc7","350","181","63"
"This Palestinian child in Gaza recounts the moment Israeli forces bombed his house.","4525","337","685"
"A British police officer, named for the first time as Martyn Blake, has pleaded not guilty to the murder in 2022 of Chris Kaba, a 24-year-old Black man aje.io/nw2df5","223","29","20"
"🔴 ""Instead of telling us they will build a port to help us, stop [providing] the weapons they fire at us."" Palestinians in Gaza condemn the US plan to build a temporary port off Gaza’s coast to step up the delivery of aid. LIVE updates: aje.io/fgcc7","567","200","105"
"🔴 The Gaza death toll has risen to more than 30,870 Palestinians amid Israel's continued bombardment of the besieged enclave since October 7, says the health ministry. LIVE updates: aje.io/ww9mp8","443","212","166"
"“As a woman, I must be strong because I make a living on and from the street. No one will help me, except myself.” 
Indonesian single mother makes ends meet as autorickshaw driver — in pictures aje.io/yz5a5z","1115","114","64"
"Parents from a village in northern Nigeria have been protesting after gunmen abducted more than 280 children from the local school ⤵️","560","152","91"
"🔴 Al Jazeera’s Hani Mahmoud, reporting from Rafah, says there are reports of at least five Palestinians being crushed to death after being hit by airdropped aid packages that had parachute failures. LIVE updates: aje.io/ww9mp8","539","222","75"
"On International Women’s Day, four women in Gaza reflect on life in the midst of Israel's war on the besieged enclave. #IWD 
🔗: aje.io/rqmt8d","336","130","75"
"It’s #InternationalWomensDay. Here’s what that looks like in Gaza ⤵️
#AJStartHere","745","136","310"
"Russian President Vladimir Putin is all but certain to win another term in a vote set to begin on March 15. Here's what to know about Russia’s presidential election ⤵️","316","180","10"
"Fabiola Campillai was blinded after a tear gas attack during Chile’s 2019 protests.

Determined to get justice for hundreds of police brutality survivors, Fabiola runs for office. On #InternationalWomensDay, watch the full film by @nancySroberts: aje.io/VOJ","121","7","17"
"Haiti extended a state of emergency in the capital, Port-au-Prince, as authorities struggle to rein in powerful armed gangs — in pictures aje.io/sr3k7r","474","57","49"
"🔴 At least 9,000 Palestinian women have been killed in Israeli attacks in the Gaza Strip since October 7.  LIVE updates: aje.io/ww9mp8","717","274","295"
"What caused the UK miners’ strike 40 years ago and why did 'Red Wall' communities turn against Labour in the last election? ⤵️","147","15","14"
"At least 275 pupils are missing after gunmen attacked a school in northwestern Nigeria in the second mass abduction within a week in the country aje.io/1w507r","740","458","89"
"🔴 Israel's military said that its soldiers have killed 15 Palestinian fighters in the Qarara area of Khan Younis and several others in the city’s Hamad area. LIVE updates ⤵️","312","156","39"
"Israeli historian Benny Morris told students at a UK university he would 'rather be a racist than a bore,' after he was accused of racism over past comments about Palestinians. Audience members at the event in London sang the phrase back to Morris as he left the podium.","775","136","133"
"Voters in Ireland are casting ballots in twin referendums to replace constitutional references to the definition of the family and the role of women in the home. These referendums are intentionally scheduled to coincide with #InternationalWomensDay ⤵️","133","3","8"
"Al Jazeera looks at key statements from the US Biden administration on Israel's war on Gaza and how Washington’s position evolved over time ⤵️","187","77","21"
"🔴 The aftermath of Israeli strikes in southern Gaza's Rafah. LIVE updates: aje.io/ww9mp8","534","198","78"
"India’s PM Narendra Modi visited Indian-administered Kashmir for the first time since the Indian government stripped the region of its semi-autonomy in 2019.","551","184","31"
"As the world celebrates women’s rights, Afghan women are losing hope they will regain theirs — #AJOpinion by Maryam Ahmadi.
🔗: aje.io/dkxwpb","358","128","48"
"The US plan to build a temporary port off Gaza’s coast to step up aid delivery has been criticised as an attempt to 'divert attention' from the widening famine as Israel obstructs aid operations aje.io/tr90b0","278","141","35"
"🔴 The US Central Command (CENTCOM) says its forces carried out more strikes within Yemen, targeting four Houthi antiship cruise missiles and one unmanned aerial vehicle in the country. LIVE updates ⤵️","293","106","26"
"From announcing an aid port in Gaza to condemning Donald Trump and joking about his own age, here are some of the key moments from US President Joe Biden’s 2024 State of the Union speech ⤵️","533","240","78"
"Hong Kong’s Legislative Council has begun debating the draft of a new national security law, which includes lengthy prison terms for offences such as treason and longer sentences for acts deemed to be sedition aje.io/ge4xrw","186","21","16"
"US President Joe Biden has touted his administration’s economic record and sought to distinguish himself from his predecessor Donald Trump. Here are five key takeaways from his 2024 State of the Union address ⤵️","158","44","3"
"🔴 Israel’s police forces say that Israelis will be allowed to visit Al-Aqsa Mosque compound in occupied East Jerusalem during the first week of Ramadan, according to the report. LIVE updates: aje.io/ww9mp8","431","239","47"
"🔴 President Joe Biden announced that the US will build a temporary pier on Gaza’s coastline to allow aid to enter the besieged enclave, with no signs of Israel's deadly bombardment coming to a halt. Follow our LIVE coverage: aje.io/ww9mp8","317","159","28"
"US President Joe Biden said in his State of the Union address that the American military will set up a 'temporary pier' on the Gaza coast to help aid deliveries. The US has been criticised for delivering aid to Gaza while funding and assisting Israel’s war.","1079","694","262"
"""State of the Union is genocide.""
Demonstrators in Washington DC say they represent the ideals US President Biden claims to speak for, as they call for a full ceasefire in Gaza ⤵️","346","86","57"
"As the world celebrates International Women’s Day, Gaza’s Health Ministry provided an update on the challenges facing women in the Gaza Strip.","268","111","59"
"Demonstrators in the capital say they represent the ideals Biden claims to speak for, as they call for full ceasefire in Gaza.","344","98","42"
"US president touts economic record, slams Donald Trump and calls on Israel to allow more aid into Gaza in heated speech.","317","138","9"
"New bill includes lengthy prison terms for offences such as treason and longer sentences for acts deemed to be sedition.","135","32","9"
"As the war enters its 744th day, these are the main developments.","170","39","17"
"⭕ LIVE: US President Biden delivers third State of the Union address. Follow our coverage: https://aje.io/7s8ivl","488","688","79"
"","414","101","115"
"","169","89","13"
"The Malaysian Airlines plane with 239 people on board disappeared as it crossed into Vietnamese airspace in March 2014.","304","40","14"
"Al Jazeera looks at Washington’s main statements and positions on Israel’s war in Gaza and how policy shifted over time.","231","148","25"
"The victims of a rare Ottawa mass killing included four children and two adults. A 19-year-old acquaintance was arrested.","199","7","20"
"The attack on October 13 killed a Reuters reporter and injured six others, including two Al Jazeera journalists.","274","60","40"
"A new report based on research from three countries shows Israel ‘consistently and groundlessly’ blocks aid operations for Gaza, and has generated ‘famine-like conditions’.","291","161","83"
"Airport workers and train drivers take action to demand more pay to offset soaring inflation in the country.","185","7","19"
"The 71-year-old president is all but certain to win another term in a vote that begins on March 15.","213","113","8"
"Hamas says negotiations to continue next week even as Israel ‘thwarts’ deal to secure 40-day truce before Ramadan.","286","168","32"
"Here’s a look at Narendra Modi’s government policies and how they have affected Kashmir since the region’s semi-autonomous status was taken away.","107","32","11"
"‘Time is of the essence’: Greenpeace director warns that urgent strategy is needed to protect the Red Sea from catastrophic environmental damage.","203","102","17"
"Gunmen escape with children from a government primary school in Kuriga town in Kaduna state.","284","171","26"
"The dawn-to-dusk fast lasts anywhere from 12 to 17 hours, depending on where in the world you are.","936","160","124"
"A new wave of gang violence has destroyed police stations as residents in the capital, Port-au-Prince, are forced to flee.","149","36","18"
"Zaluzhnyi, known as the ‘Iron General’, had seen his once sky-high popularity falter after a failed counteroffensive.","245","71","11"
"This is not 'Netanyahu’s war', it is Israel’s genocide — #AJOpinion by Ahmad Ibsais aje.io/rqjxpf","2404","788","239"
"The Indian leader’s development pitch for the disputed region leaves Kashmiris asking when political grievances will be addressed.","149","58","4"
"The Nordic nation applied to join the military alliance in May 2022, but faced delays from Turkey and Hungary.","351","120","18"
"International human rights lawyer Henry Off discusses the lawsuit filed by Canadian lawyers to stop the issuing of export permits for military goods to Israel which he says violate domestic and international laws.","223","54","54"
"Nora al-Matrooshi just became the first Arab woman to graduate from NASA’s astronaut training programme, and now she’s ready for space 👇","6131","546","702"
"At least three people have died in a Houthi attack on a merchant ship near Yemen, the first fatalities since the group began strikes in response to Israel’s war on Gaza. Here’s what we know ⤵️","3696","768","321"
